date,type,value
1989-07-01,lf,8222851.667
1989-07-01,nilf,4813241.615
1989-07-01,pop_15yr_over,13036093.28
1989-08-01,emp,7715273.013
1989-08-01,uemp,468341.8654
1989-08-01,lf,8183614.8780000005
1989-08-01,nilf,4871115.261
1989-08-01,pop_15yr_over,13054730.14
1989-09-01,emp,7841590.327
1989-09-01,uemp,499797.8566
1989-09-01,lf,8341388.182999999
1989-09-01,nilf,4732185.659
1989-09-01,pop_15yr_over,13073573.84
1989-10-01,emp,7806483.846
1989-10-01,uemp,456430.0123
1989-10-01,lf,8262913.859
1989-10-01,nilf,4830510.495
1989-10-01,pop_15yr_over,13093424.35
1989-11-01,emp,7862356.823
1989-11-01,uemp,445317.19700000004
1989-11-01,lf,8307674.0200000005
1989-11-01,nilf,4805486.638
1989-11-01,pop_15yr_over,13113160.66
1989-12-01,emp,7935525.34
1989-12-01,uemp,500964.0184
1989-12-01,lf,8436489.358000001
1989-12-01,nilf,4696605.633
1989-12-01,pop_15yr_over,13133094.99
1990-01-01,emp,7707692.951
1990-01-01,uemp,549295.5754
1990-01-01,lf,8256988.527
1990-01-01,nilf,4894265.861
1990-01-01,pop_15yr_over,13151254.39
1990-02-01,emp,7802990.262
1990-02-01,uemp,592676.0014000001
1990-02-01,lf,8395666.263999999
1990-02-01,nilf,4773619.286
1990-02-01,pop_15yr_over,13169285.55
1990-03-01,emp,7874133.266
1990-03-01,uemp,547922.1242999999
1990-03-01,lf,8422055.389999999
1990-03-01,nilf,4765483.970000001
1990-03-01,pop_15yr_over,13187539.360000001
1990-04-01,emp,7887948.389
1990-04-01,uemp,533180.8201
1990-04-01,lf,8421129.209
1990-04-01,nilf,4783593.16
1990-04-01,pop_15yr_over,13204722.37
1990-05-01,emp,7908463.677
1990-05-01,uemp,548636.6799999999
1990-05-01,lf,8457100.356999999
1990-05-01,nilf,4764741.7930000005
1990-05-01,pop_15yr_over,13221842.15
1990-06-01,emp,7900256.9350000005
1990-06-01,uemp,539582.3236
1990-06-01,lf,8439839.258
1990-06-01,nilf,4799352.973
1990-06-01,pop_15yr_over,13239192.23
1990-07-01,emp,7919444.887
1990-07-01,uemp,567041.0706999999
1990-07-01,lf,8486485.957999999
1990-07-01,nilf,4768176.961999999
1990-07-01,pop_15yr_over,13254662.92
1990-08-01,emp,7807982.887
1990-08-01,uemp,584565.804
1990-08-01,lf,8392548.691
1990-08-01,nilf,4877504.245
1990-08-01,pop_15yr_over,13270052.94
1990-09-01,emp,7905534.512
1990-09-01,uemp,625022.4596000001
1990-09-01,lf,8530556.971
1990-09-01,nilf,4755114.356
1990-09-01,pop_15yr_over,13285671.33
1990-10-01,emp,7848901.359
1990-10-01,uemp,603083.0995
1990-10-01,lf,8451984.458999999
1990-10-01,nilf,4851267.022
1990-10-01,pop_15yr_over,13303251.48
1990-11-01,emp,7826922.722999999
1990-11-01,uemp,625779.0937
1990-11-01,lf,8452701.817
1990-11-01,nilf,4868028.314
1990-11-01,pop_15yr_over,13320730.13
1990-12-01,emp,7915536.125
1990-12-01,uemp,700839.1514
1990-12-01,lf,8616375.276999999
1990-12-01,nilf,4722038.046
1990-12-01,pop_15yr_over,13338413.32
1991-01-01,emp,7641269.188999999
1991-01-01,uemp,763321.6342
1991-01-01,lf,8404590.823
1991-01-01,nilf,4948901.248
1991-01-01,pop_15yr_over,13353492.07
1991-02-01,emp,7708780.594
1991-02-01,uemp,807546.6346
1991-02-01,lf,8516327.228
1991-02-01,nilf,4852181.767
1991-02-01,pop_15yr_over,13368509
1991-03-01,emp,7715386.2639999995
1991-03-01,uemp,818667.6259
1991-03-01,lf,8534053.889999999
1991-03-01,nilf,4849544.101000001
1991-03-01,pop_15yr_over,13383597.99
1991-04-01,emp,7717206.51
1991-04-01,uemp,849493.4822
1991-04-01,lf,8566699.992
1991-04-01,nilf,4832169.824
1991-04-01,pop_15yr_over,13398869.82
1991-05-01,emp,7703716.448999999
1991-05-01,uemp,805407.9362
1991-05-01,lf,8509124.385
1991-05-01,nilf,4904957.779
1991-05-01,pop_15yr_over,13414082.16
1991-06-01,emp,7678064.063
1991-06-01,uemp,757682.9427
1991-06-01,lf,8435747.006
1991-06-01,nilf,4993556.023
1991-06-01,pop_15yr_over,13429303.03
1991-07-01,emp,7582980.614
1991-07-01,uemp,797379.07
1991-07-01,lf,8380359.683999999
1991-07-01,nilf,5065033.316
1991-07-01,pop_15yr_over,13445393
1991-08-01,emp,7620703.211
1991-08-01,uemp,796614.4527
1991-08-01,lf,8417317.664
1991-08-01,nilf,5043317.336
1991-08-01,pop_15yr_over,13460635
1991-09-01,emp,7713236.218
1991-09-01,uemp,854132.2661
1991-09-01,lf,8567368.484000001
1991-09-01,nilf,4908510.516
1991-09-01,pop_15yr_over,13475879
1991-10-01,emp,7637961.584
1991-10-01,uemp,789031.7782
1991-10-01,lf,8426993.362
1991-10-01,nilf,5061143.637999999
1991-10-01,pop_15yr_over,13488137
1991-11-01,emp,7614941.76
1991-11-01,uemp,806171.3059
1991-11-01,lf,8421113.066
1991-11-01,nilf,5079285.934
1991-11-01,pop_15yr_over,13500399
1991-12-01,emp,7712178.014
1991-12-01,uemp,906003.6808
1991-12-01,lf,8618181.694999998
1991-12-01,nilf,4894475.305
1991-12-01,pop_15yr_over,13512657
1992-01-01,emp,7518948.13
1992-01-01,uemp,948552.3267999999
1992-01-01,lf,8467500.457
1992-01-01,nilf,5063206.5430000005
1992-01-01,pop_15yr_over,13530707
1992-02-01,emp,7597175.453
1992-02-01,uemp,982766.7093
1992-02-01,lf,8579942.161999999
1992-02-01,nilf,4968810.838
1992-02-01,pop_15yr_over,13548753
1992-03-01,emp,7646156.9399999995
1992-03-01,uemp,935272.2069999999
1992-03-01,lf,8581429.147
1992-03-01,nilf,4985373.853
1992-03-01,pop_15yr_over,13566803
1992-04-01,emp,7644082.12
1992-04-01,uemp,894588.3631000001
1992-04-01,lf,8538670.483
1992-04-01,nilf,5038696.517
1992-04-01,pop_15yr_over,13577367
1992-05-01,emp,7631400.055
1992-05-01,uemp,901690.0915
1992-05-01,lf,8533090.146
1992-05-01,nilf,5054844.854
1992-05-01,pop_15yr_over,13587935
1992-06-01,emp,7637308.49
1992-06-01,uemp,894791.6715
1992-06-01,lf,8532100.162
1992-06-01,nilf,5066398.838
1992-06-01,pop_15yr_over,13598499
1992-07-01,emp,7668259.482000001
1992-07-01,uemp,904773.9405
1992-07-01,lf,8573033.423
1992-07-01,nilf,5037798.577
1992-07-01,pop_15yr_over,13610832
1992-08-01,emp,7613399.101
1992-08-01,uemp,886237.5365
1992-08-01,lf,8499636.638
1992-08-01,nilf,5123528.362
1992-08-01,pop_15yr_over,13623165
1992-09-01,emp,7709740.96
1992-09-01,uemp,910346.127
1992-09-01,lf,8620087.087
1992-09-01,nilf,5015410.913
1992-09-01,pop_15yr_over,13635498
1992-10-01,emp,7665683.759
1992-10-01,uemp,893743.9917
1992-10-01,lf,8559427.751
1992-10-01,nilf,5086467.249
1992-10-01,pop_15yr_over,13645895
1992-11-01,emp,7587446.5
1992-11-01,uemp,888238.2838
1992-11-01,lf,8475684.784
1992-11-01,nilf,5180605.216
1992-11-01,pop_15yr_over,13656290
1992-12-01,emp,7693386.617000001
1992-12-01,uemp,969202.4169
1992-12-01,lf,8662589.034
1992-12-01,nilf,5004097.966
1992-12-01,pop_15yr_over,13666687
1993-01-01,emp,7533699.516
1993-01-01,uemp,998921.8324
1993-01-01,lf,8532621.349
1993-01-01,nilf,5150350.651
1993-01-01,pop_15yr_over,13682972
1993-02-01,emp,7530959.308999999
1993-02-01,uemp,1039332.38
1993-02-01,lf,8570291.689
1993-02-01,nilf,5128960.311
1993-02-01,pop_15yr_over,13699252
1993-03-01,emp,7645743.799
1993-03-01,uemp,972360.6533
1993-03-01,lf,8618104.452
1993-03-01,nilf,5097432.5479999995
1993-03-01,pop_15yr_over,13715537
1993-04-01,emp,7572586.102
1993-04-01,uemp,920874.0118
1993-04-01,lf,8493460.114
1993-04-01,nilf,5230471.886
1993-04-01,pop_15yr_over,13723932
1993-05-01,emp,7620506.789
1993-05-01,uemp,915407.2899
1993-05-01,lf,8535914.079
1993-05-01,nilf,5196411.921
1993-05-01,pop_15yr_over,13732326
1993-06-01,emp,7627940.278
1993-06-01,uemp,911184.4007
1993-06-01,lf,8539124.679000001
1993-06-01,nilf,5201596.3209999995
1993-06-01,pop_15yr_over,13740721
1993-07-01,emp,7646525.974
1993-07-01,uemp,885170.2863
1993-07-01,lf,8531696.26
1993-07-01,nilf,5222287.74
1993-07-01,pop_15yr_over,13753984
1993-08-01,emp,7589403.131
1993-08-01,uemp,909499.7134
1993-08-01,lf,8498902.845
1993-08-01,nilf,5268346.155
1993-08-01,pop_15yr_over,13767249
1993-09-01,emp,7747578.881
1993-09-01,uemp,927444.6442
1993-09-01,lf,8675023.525
1993-09-01,nilf,5105488.475000001
1993-09-01,pop_15yr_over,13780512
1993-10-01,emp,7738764.732
1993-10-01,uemp,892594.4961
1993-10-01,lf,8631359.228
1993-10-01,nilf,5159956.772
1993-10-01,pop_15yr_over,13791316
1993-11-01,emp,7744926.055
1993-11-01,uemp,892882.3594000001
1993-11-01,lf,8637808.413999999
1993-11-01,nilf,5164307.586
1993-11-01,pop_15yr_over,13802116
1993-12-01,emp,7842103.563
1993-12-01,uemp,939282.7590000001
1993-12-01,lf,8781386.322
1993-12-01,nilf,5031533.677999999
1993-12-01,pop_15yr_over,13812920
1994-01-01,emp,7646796.07
1994-01-01,uemp,983463.2370000001
1994-01-01,lf,8630259.307
1994-01-01,nilf,5199312.693
1994-01-01,pop_15yr_over,13829572
1994-02-01,emp,7738597.9180000005
1994-02-01,uemp,1005079.581
1994-02-01,lf,8743677.499
1994-02-01,nilf,5102550.501
1994-02-01,pop_15yr_over,13846228
1994-03-01,emp,7824238.563
1994-03-01,uemp,945000.6625
1994-03-01,lf,8769239.226
1994-03-01,nilf,5093639.774
1994-03-01,pop_15yr_over,13862879
1994-04-01,emp,7827361.76
1994-04-01,uemp,876426.4531
1994-04-01,lf,8703788.213
1994-04-01,nilf,5169142.787
1994-04-01,pop_15yr_over,13872931
1994-05-01,emp,7857908.786
1994-05-01,uemp,844441.9787000001
1994-05-01,lf,8702350.764999999
1994-05-01,nilf,5180629.235
1994-05-01,pop_15yr_over,13882980
1994-06-01,emp,7878448.9229999995
1994-06-01,uemp,828612.4326000001
1994-06-01,lf,8707061.356
1994-06-01,nilf,5185970.644
1994-06-01,pop_15yr_over,13893032
1994-07-01,emp,7966018.243000001
1994-07-01,uemp,798735.2938999999
1994-07-01,lf,8764753.537
1994-07-01,nilf,5143333.4629999995
1994-07-01,pop_15yr_over,13908087
1994-08-01,emp,7861693.875
1994-08-01,uemp,796098.5107999999
1994-08-01,lf,8657792.385
1994-08-01,nilf,5265349.615
1994-08-01,pop_15yr_over,13923142
1994-09-01,emp,8054408.3950000005
1994-09-01,uemp,829323.8282
1994-09-01,lf,8883732.223000001
1994-09-01,nilf,5054464.777
1994-09-01,pop_15yr_over,13938197
1994-10-01,emp,7997155.273999999
1994-10-01,uemp,750942.6261999999
1994-10-01,lf,8748097.9
1994-10-01,nilf,5200593.1
1994-10-01,pop_15yr_over,13948691
1994-11-01,emp,8003253.372
1994-11-01,uemp,755044.1625
1994-11-01,lf,8758297.535
1994-11-01,nilf,5200884.465
1994-11-01,pop_15yr_over,13959182
1994-12-01,emp,8135531.279
1994-12-01,uemp,791015.9059
1994-12-01,lf,8926547.183999998
1994-12-01,nilf,5043128.816000001
1994-12-01,pop_15yr_over,13969676
1995-01-01,emp,7928420.296999999
1995-01-01,uemp,836355.7256
1995-01-01,lf,8764776.023
1995-01-01,nilf,5222934.977
1995-01-01,pop_15yr_over,13987711
1995-02-01,emp,8049875.932
1995-02-01,uemp,873726.8519
1995-02-01,lf,8923602.784
1995-02-01,nilf,5082145.216
1995-02-01,pop_15yr_over,14005748
1995-03-01,emp,8118137.7700000005
1995-03-01,uemp,804056.4894000001
1995-03-01,lf,8922194.26
1995-03-01,nilf,5101588.74
1995-03-01,pop_15yr_over,14023783
1995-04-01,emp,8174623.475000001
1995-04-01,uemp,737776.0684
1995-04-01,lf,8912399.543
1995-04-01,nilf,5126944.4569999995
1995-04-01,pop_15yr_over,14039344
1995-05-01,emp,8165201.600000001
1995-05-01,uemp,750830.7972
1995-05-01,lf,8916032.398
1995-05-01,nilf,5138872.602
1995-05-01,pop_15yr_over,14054905
1995-06-01,emp,8205637.713
1995-06-01,uemp,723459.2261
1995-06-01,lf,8929096.939
1995-06-01,nilf,5141369.061000001
1995-06-01,pop_15yr_over,14070466
1995-07-01,emp,8229022.080999999
1995-07-01,uemp,708794.7423
1995-07-01,lf,8937816.824
1995-07-01,nilf,5149185.176
1995-07-01,pop_15yr_over,14087002
1995-08-01,emp,8165918.716999999
1995-08-01,uemp,718945.2359
1995-08-01,lf,8884863.953
1995-08-01,nilf,5218672.047
1995-08-01,pop_15yr_over,14103536
1995-09-01,emp,8300390.696
1995-09-01,uemp,756767.4555
1995-09-01,lf,9057158.151
1995-09-01,nilf,5062912.849
1995-09-01,pop_15yr_over,14120071
1995-10-01,emp,8232594.0940000005
1995-10-01,uemp,725747.5482
1995-10-01,lf,8958341.643
1995-10-01,nilf,5178961.357
1995-10-01,pop_15yr_over,14137303
1995-11-01,emp,8300262.109999999
1995-11-01,uemp,719942.9847
1995-11-01,lf,9020205.094999999
1995-11-01,nilf,5134330.905
1995-11-01,pop_15yr_over,14154536
1995-12-01,emp,8395661.049
1995-12-01,uemp,736036.7399
1995-12-01,lf,9131697.788999999
1995-12-01,nilf,5040069.211
1995-12-01,pop_15yr_over,14171767
1996-01-01,emp,8166718.519
1996-01-01,uemp,817714.7073
1996-01-01,lf,8984433.226
1996-01-01,nilf,5205308.774
1996-01-01,pop_15yr_over,14189742
1996-02-01,emp,8246603.478000001
1996-02-01,uemp,839721.8402
1996-02-01,lf,9086325.318
1996-02-01,nilf,5121389.682
1996-02-01,pop_15yr_over,14207715
1996-03-01,emp,8280439.708
1996-03-01,uemp,799197.0913
1996-03-01,lf,9079636.799
1996-03-01,nilf,5146054.201
1996-03-01,pop_15yr_over,14225691
1996-04-01,emp,8248036.480999999
1996-04-01,uemp,782174.3214
1996-04-01,lf,9030210.802
1996-04-01,nilf,5210636.198
1996-04-01,pop_15yr_over,14240847
1996-05-01,emp,8297125.431000001
1996-05-01,uemp,758056.9203
1996-05-01,lf,9055182.351
1996-05-01,nilf,5200821.649
1996-05-01,pop_15yr_over,14256004
1996-06-01,emp,8311679.072999999
1996-06-01,uemp,723809.9243000001
1996-06-01,lf,9035488.998000002
1996-06-01,nilf,5235671.002
1996-06-01,pop_15yr_over,14271160
1996-07-01,emp,8332100.772
1996-07-01,uemp,727322.3828
1996-07-01,lf,9059423.155000001
1996-07-01,nilf,5228405.845000001
1996-07-01,pop_15yr_over,14287829
1996-08-01,emp,8265864.857000001
1996-08-01,uemp,763632.8692
1996-08-01,lf,9029497.726
1996-08-01,nilf,5274999.274
1996-08-01,pop_15yr_over,14304497
1996-09-01,emp,8372973.49
1996-09-01,uemp,785366.8098
1996-09-01,lf,9158340.3
1996-09-01,nilf,5162825.7
1996-09-01,pop_15yr_over,14321166
1996-10-01,emp,8319388.073
1996-10-01,uemp,751867.3334
1996-10-01,lf,9071255.407
1996-10-01,nilf,5264536.592999999
1996-10-01,pop_15yr_over,14335792
1996-11-01,emp,8314369.852
1996-11-01,uemp,722859.4813
1996-11-01,lf,9037229.333999999
1996-11-01,nilf,5313183.667
1996-11-01,pop_15yr_over,14350413
1996-12-01,emp,8431382.046
1996-12-01,uemp,786889.1190000001
1996-12-01,lf,9218271.165000001
1996-12-01,nilf,5146767.835
1996-12-01,pop_15yr_over,14365039
1997-01-01,emp,8235213.736
1997-01-01,uemp,833121.7712
1997-01-01,lf,9068335.507
1997-01-01,nilf,5315813.493
1997-01-01,pop_15yr_over,14384149
1997-02-01,emp,8291387.55
1997-02-01,uemp,886858.6258
1997-02-01,lf,9178246.176
1997-02-01,nilf,5225014.824
1997-02-01,pop_15yr_over,14403261
1997-03-01,emp,8347487.502
1997-03-01,uemp,823724.7357
1997-03-01,lf,9171212.238
1997-03-01,nilf,5251158.762
1997-03-01,pop_15yr_over,14422371
1997-04-01,emp,8343062.501
1997-04-01,uemp,785112.5851
1997-04-01,lf,9128175.086
1997-04-01,nilf,5305217.914
1997-04-01,pop_15yr_over,14433393
1997-05-01,emp,8330186.4399999995
1997-05-01,uemp,774946.9481
1997-05-01,lf,9105133.388
1997-05-01,nilf,5339282.612
1997-05-01,pop_15yr_over,14444416
1997-06-01,emp,8345585.772000001
1997-06-01,uemp,735209.2682
1997-06-01,lf,9080795.041
1997-06-01,nilf,5374642.959
1997-06-01,pop_15yr_over,14455438
1997-07-01,emp,8374861.973999999
1997-07-01,uemp,731421.0941999999
1997-07-01,lf,9106283.068999998
1997-07-01,nilf,5363257.931
1997-07-01,pop_15yr_over,14469541
1997-08-01,emp,8250306.053
1997-08-01,uemp,743432.9501
1997-08-01,lf,8993739.003
1997-08-01,nilf,5489904.9969999995
1997-08-01,pop_15yr_over,14483644
1997-09-01,emp,8473995.632
1997-09-01,uemp,744672.3833
1997-09-01,lf,9218668.014999999
1997-09-01,nilf,5279078.985
1997-09-01,pop_15yr_over,14497747
1997-10-01,emp,8405240.341
1997-10-01,uemp,692065.9114
1997-10-01,lf,9097306.253
1997-10-01,nilf,5413898.747
1997-10-01,pop_15yr_over,14511205
1997-11-01,emp,8462084.729
1997-11-01,uemp,690770.9965
1997-11-01,lf,9152855.725
1997-11-01,nilf,5371808.275
1997-11-01,pop_15yr_over,14524664
1997-12-01,emp,8540480.651
1997-12-01,uemp,720463.6632000001
1997-12-01,lf,9260944.314000001
1997-12-01,nilf,5277177.686
1997-12-01,pop_15yr_over,14538122
1998-01-01,emp,8334725.487
1998-01-01,uemp,770069.9041
1998-01-01,lf,9104795.390999999
1998-01-01,nilf,5453835.609
1998-01-01,pop_15yr_over,14558631
1998-02-01,emp,8412996.584
1998-02-01,uemp,794682.0360000001
1998-02-01,lf,9207678.620000001
1998-02-01,nilf,5371459.38
1998-02-01,pop_15yr_over,14579138
1998-03-01,emp,8459959.189
1998-03-01,uemp,757876.6510000001
1998-03-01,lf,9217835.84
1998-03-01,nilf,5381811.16
1998-03-01,pop_15yr_over,14599647
1998-04-01,emp,8499940.711
1998-04-01,uemp,702906.8089
1998-04-01,lf,9202847.52
1998-04-01,nilf,5408201.4799999995
1998-04-01,pop_15yr_over,14611049
1998-05-01,emp,8482540.018
1998-05-01,uemp,711195.3804
1998-05-01,lf,9193735.398999998
1998-05-01,nilf,5428718.601
1998-05-01,pop_15yr_over,14622454
1998-06-01,emp,8516778.015
1998-06-01,uemp,702784.0789000001
1998-06-01,lf,9219562.093
1998-06-01,nilf,5414293.9059999995
1998-06-01,pop_15yr_over,14633856
1998-07-01,emp,8541872.332
1998-07-01,uemp,686717.6799999999
1998-07-01,lf,9228590.012
1998-07-01,nilf,5420661.988
1998-07-01,pop_15yr_over,14649252
1998-08-01,emp,8455233.464000002
1998-08-01,uemp,690220.3426
1998-08-01,lf,9145453.807
1998-08-01,nilf,5519192.193
1998-08-01,pop_15yr_over,14664646
1998-09-01,emp,8653182.242999999
1998-09-01,uemp,716070.3934
1998-09-01,lf,9369252.636
1998-09-01,nilf,5310789.363
1998-09-01,pop_15yr_over,14680042
1998-10-01,emp,8601021.356999999
1998-10-01,uemp,640418.7194
1998-10-01,lf,9241440.076000001
1998-10-01,nilf,5453964.924
1998-10-01,pop_15yr_over,14695405
1998-11-01,emp,8554294.864
1998-11-01,uemp,665349.6727
1998-11-01,lf,9219644.537
1998-11-01,nilf,5491130.463
1998-11-01,pop_15yr_over,14710775
1998-12-01,emp,8696544.725
1998-12-01,uemp,659091.475
1998-12-01,lf,9355636.200000001
1998-12-01,nilf,5370501.8
1998-12-01,pop_15yr_over,14726138
1999-01-01,emp,8477421.16
1999-01-01,uemp,702528.1191
1999-01-01,lf,9179949.279000001
1999-01-01,nilf,5566700.721
1999-01-01,pop_15yr_over,14746650
1999-02-01,emp,8556474.181
1999-02-01,uemp,735769.0122
1999-02-01,lf,9292243.194
1999-02-01,nilf,5474919.806
1999-02-01,pop_15yr_over,14767163
1999-03-01,emp,8618891.695
1999-03-01,uemp,683544.8656
1999-03-01,lf,9302436.56
1999-03-01,nilf,5485238.44
1999-03-01,pop_15yr_over,14787675
1999-04-01,emp,8631905.027999999
1999-04-01,uemp,652779.3847
1999-04-01,lf,9284684.413
1999-04-01,nilf,5515961.586999999
1999-04-01,pop_15yr_over,14800646
1999-05-01,emp,8606520.123
1999-05-01,uemp,649018.6814
1999-05-01,lf,9255538.804
1999-05-01,nilf,5558076.1959999995
1999-05-01,pop_15yr_over,14813615
1999-06-01,emp,8673209.473000001
1999-06-01,uemp,600573.4614
1999-06-01,lf,9273782.934999999
1999-06-01,nilf,5552803.065
1999-06-01,pop_15yr_over,14826586
1999-07-01,emp,8706657.945999999
1999-07-01,uemp,575481.4913999999
1999-07-01,lf,9282139.436999999
1999-07-01,nilf,5561016.563
1999-07-01,pop_15yr_over,14843156
1999-08-01,emp,8603623.589000002
1999-08-01,uemp,619694.8093
1999-08-01,lf,9223318.399
1999-08-01,nilf,5636406.601
1999-08-01,pop_15yr_over,14859725
1999-09-01,emp,8777065.178000001
1999-09-01,uemp,668821.2084
1999-09-01,lf,9445886.386
1999-09-01,nilf,5430408.614
1999-09-01,pop_15yr_over,14876295
1999-10-01,emp,8755261.7
1999-10-01,uemp,600300.2602
1999-10-01,lf,9355561.96
1999-10-01,nilf,5537320.04
1999-10-01,pop_15yr_over,14892882
1999-11-01,emp,8763667.477
1999-11-01,uemp,565695.7446999999
1999-11-01,lf,9329363.222
1999-11-01,nilf,5580106.778
1999-11-01,pop_15yr_over,14909470
1999-12-01,emp,8900677.203
1999-12-01,uemp,625715.0634
1999-12-01,lf,9526392.266999999
1999-12-01,nilf,5399664.733
1999-12-01,pop_15yr_over,14926057
2000-01-01,emp,8628197.875
2000-01-01,uemp,674754.3041000001
2000-01-01,lf,9302952.179
2000-01-01,nilf,5644988.8209999995
2000-01-01,pop_15yr_over,14947941
2000-02-01,emp,8754404.22
2000-02-01,uemp,699238.1039000001
2000-02-01,lf,9453642.324000001
2000-02-01,nilf,5516178.676000001
2000-02-01,pop_15yr_over,14969821
2000-03-01,emp,8830676.211
2000-03-01,uemp,652837.6317
2000-03-01,lf,9483513.843
2000-03-01,nilf,5508191.157000001
2000-03-01,pop_15yr_over,14991705
2000-04-01,emp,8882189.323
2000-04-01,uemp,612157.4974999999
2000-04-01,lf,9494346.820999999
2000-04-01,nilf,5511227.1790000005
2000-04-01,pop_15yr_over,15005574
2000-05-01,emp,8864999.781000001
2000-05-01,uemp,607304.3193
2000-05-01,lf,9472304.1
2000-05-01,nilf,5547135.9
2000-05-01,pop_15yr_over,15019440
2000-06-01,emp,8921984.07
2000-06-01,uemp,564324.5278
2000-06-01,lf,9486308.598
2000-06-01,nilf,5547000.402
2000-06-01,pop_15yr_over,15033309
2000-07-01,emp,9020015.797
2000-07-01,uemp,525575.0458999999
2000-07-01,lf,9545590.843
2000-07-01,nilf,5504853.157
2000-07-01,pop_15yr_over,15050444
2000-08-01,emp,8911587.89
2000-08-01,uemp,556138.1076
2000-08-01,lf,9467725.998
2000-08-01,nilf,5599853.001999999
2000-08-01,pop_15yr_over,15067579
2000-09-01,emp,9061343.432
2000-09-01,uemp,578095.5765
2000-09-01,lf,9639439.008
2000-09-01,nilf,5445274.992
2000-09-01,pop_15yr_over,15084714
2000-10-01,emp,8973118.411
2000-10-01,uemp,541093.4644
2000-10-01,lf,9514211.876
2000-10-01,nilf,5587712.124
2000-10-01,pop_15yr_over,15101924
2000-11-01,emp,8912719.473
2000-11-01,uemp,557373.1459
2000-11-01,lf,9470092.618999999
2000-11-01,nilf,5649040.381
2000-11-01,pop_15yr_over,15119133
2000-12-01,emp,9059553.065
2000-12-01,uemp,592152.7919000001
2000-12-01,lf,9651705.857
2000-12-01,nilf,5484637.143
2000-12-01,pop_15yr_over,15136343
2001-01-01,emp,8834949.496
2001-01-01,uemp,625737.7819
2001-01-01,lf,9460687.277999999
2001-01-01,nilf,5702236.722
2001-01-01,pop_15yr_over,15162924
2001-02-01,emp,8920935.432
2001-02-01,uemp,700364.2790999999
2001-02-01,lf,9621299.711
2001-02-01,nilf,5568202.288000001
2001-02-01,pop_15yr_over,15189502
2001-03-01,emp,8956049.5
2001-03-01,uemp,650197.4321
2001-03-01,lf,9606246.932
2001-03-01,nilf,5609836.068
2001-03-01,pop_15yr_over,15216083
2001-04-01,emp,9023643.403
2001-04-01,uemp,663626.9367999999
2001-04-01,lf,9687270.34
2001-04-01,nilf,5544266.66
2001-04-01,pop_15yr_over,15231537
2001-05-01,emp,9004629.114
2001-05-01,uemp,664228.7742
2001-05-01,lf,9668857.888
2001-05-01,nilf,5578136.112
2001-05-01,pop_15yr_over,15246994
2001-06-01,emp,9021857.545
2001-06-01,uemp,651512.4036
2001-06-01,lf,9673369.947999999
