date,type,value
2013-04-01,pop_15yr_over,18643381
2013-05-01,emp,11491664.7664
2013-05-01,uemp,676906.1812999999
2013-05-01,lf,12168570.9477
2013-05-01,nilf,6499080.0523
2013-05-01,pop_15yr_over,18667651
2013-06-01,emp,11492485.447700001
2013-06-01,uemp,673400.5686
2013-06-01,lf,12165886.0162
2013-06-01,nilf,6526032.9838
2013-06-01,pop_15yr_over,18691919
2013-07-01,emp,11479972.3996
2013-07-01,uemp,647175.8145999999
2013-07-01,lf,12127148.214200001
2013-07-01,nilf,6590103.7858
2013-07-01,pop_15yr_over,18717252
2013-08-01,emp,11361409.7873
2013-08-01,uemp,680978.9535
2013-08-01,lf,12042388.740799999
2013-08-01,nilf,6700194.259199999
2013-08-01,pop_15yr_over,18742583
2013-09-01,emp,11539277.6889
2013-09-01,uemp,693354.4513000001
2013-09-01,lf,12232632.1402
2013-09-01,nilf,6535283.8597
2013-09-01,pop_15yr_over,18767916
2013-10-01,emp,11482559.747
2013-10-01,uemp,680432.5743000001
2013-10-01,lf,12162992.3213
2013-10-01,nilf,6623958.6786
2013-10-01,pop_15yr_over,18786951
2013-11-01,emp,11445900.0442
2013-11-01,uemp,657581.0212
2013-11-01,lf,12103481.0653
2013-11-01,nilf,6702506.9347
2013-11-01,pop_15yr_over,18805988
2013-12-01,emp,11537592.2029
2013-12-01,uemp,694620.1289
2013-12-01,lf,12232212.331799999
2013-12-01,nilf,6592810.6683
2013-12-01,pop_15yr_over,18825023
2014-01-01,emp,11323767.233099999
2014-01-01,uemp,772082.9283
2014-01-01,lf,12095850.161500001
2014-01-01,nilf,6761031.8385
2014-01-01,pop_15yr_over,18856882
2014-02-01,emp,11464564.4341
2014-02-01,uemp,837165.5998999999
2014-02-01,lf,12301730.034
2014-02-01,nilf,6587007.9659
2014-02-01,pop_15yr_over,18888738
2014-03-01,emp,11535707.550700001
2014-03-01,uemp,766811.0356
2014-03-01,lf,12302518.5862
2014-03-01,nilf,6618077.413699999
2014-03-01,pop_15yr_over,18920596
2014-04-01,emp,11555060.2161
2014-04-01,uemp,714227.0759
2014-04-01,lf,12269287.292000001
2014-04-01,nilf,6669774.708
2014-04-01,pop_15yr_over,18939062
2014-05-01,emp,11553348.7631
2014-05-01,uemp,717935.8301
2014-05-01,lf,12271284.5932
2014-05-01,nilf,6686242.4068
2014-05-01,pop_15yr_over,18957527
2014-06-01,emp,11553223.4435
2014-06-01,uemp,721813.8837
2014-06-01,lf,12275037.3272
2014-06-01,nilf,6700955.6728
2014-06-01,pop_15yr_over,18975993
2014-07-01,emp,11542159.513700001
2014-07-01,uemp,741710.6201000001
2014-07-01,lf,12283870.1338
2014-07-01,nilf,6715550.8662
2014-07-01,pop_15yr_over,18999421
2014-08-01,emp,11572763.5314
2014-08-01,uemp,733830.6401
2014-08-01,lf,12306594.171500001
2014-08-01,nilf,6716251.8285
2014-08-01,pop_15yr_over,19022846
2014-09-01,emp,11533778.449900001
2014-09-01,uemp,746417.5676999999
2014-09-01,lf,12280196.0177
2014-09-01,nilf,6766077.9823
2014-09-01,pop_15yr_over,19046274
2014-10-01,emp,11550147.3412
2014-10-01,uemp,751959.3601
2014-10-01,lf,12302106.701200001
2014-10-01,nilf,6765240.2988
2014-10-01,pop_15yr_over,19067347
2014-11-01,emp,11581725.704
2014-11-01,uemp,723762.6939000001
2014-11-01,lf,12305488.3979
2014-11-01,nilf,6782934.6021
2014-11-01,pop_15yr_over,19088423
2014-12-01,emp,11715693.9143
2014-12-01,uemp,731952.4648000001
2014-12-01,lf,12447646.3791
2014-12-01,nilf,6661849.6209
2014-12-01,pop_15yr_over,19109496
2015-01-01,emp,11467381.0824
2015-01-01,uemp,837640.0707
2015-01-01,lf,12305021.1531
2015-01-01,nilf,6834017.8469
2015-01-01,pop_15yr_over,19139039
2015-02-01,emp,11724132.317
2015-02-01,uemp,837487.3114
2015-02-01,lf,12561619.6284
2015-02-01,nilf,6606958.3716
2015-02-01,pop_15yr_over,19168578
2015-03-01,emp,11698200.691100001
2015-03-01,uemp,808788.7232
2015-03-01,lf,12506989.414199999
2015-03-01,nilf,6691131.5858
2015-03-01,pop_15yr_over,19198121
2015-04-01,emp,11711507.4593
2015-04-01,uemp,764677.7651999999
2015-04-01,lf,12476185.224499999
2015-04-01,nilf,6741261.7755
2015-04-01,pop_15yr_over,19217447
2015-05-01,emp,11781440.931200001
2015-05-01,uemp,730191.0352
2015-05-01,lf,12511631.9664
2015-05-01,nilf,6725140.0336
2015-05-01,pop_15yr_over,19236772
2015-06-01,emp,11752901.484
2015-06-01,uemp,729704.4028
2015-06-01,lf,12482605.886699999
2015-06-01,nilf,6773491.113299999
2015-06-01,pop_15yr_over,19256097
2015-07-01,emp,11759912.0647
2015-07-01,uemp,770960.1549
2015-07-01,lf,12530872.2196
2015-07-01,nilf,6748709.7804000005
2015-07-01,pop_15yr_over,19279582
2015-08-01,emp,11702631.2549
2015-08-01,uemp,760322.8751000001
2015-08-01,lf,12462954.13
2015-08-01,nilf,6840106.869999999
2015-08-01,pop_15yr_over,19303061
2015-09-01,emp,11771038.6774
2015-09-01,uemp,753557.1166
2015-09-01,lf,12524595.794000002
2015-09-01,nilf,6801949.206
2015-09-01,pop_15yr_over,19326545
2015-10-01,emp,11865775.9157
2015-10-01,uemp,713745.3765
2015-10-01,lf,12579521.2923
2015-10-01,nilf,6768691.7077
2015-10-01,pop_15yr_over,19348213
2015-11-01,emp,11935266.32
2015-11-01,uemp,689076.1048000001
2015-11-01,lf,12624342.4248
2015-11-01,nilf,6745538.5752
2015-11-01,pop_15yr_over,19369881
2015-12-01,emp,12025029.1789
2015-12-01,uemp,702985.6324
2015-12-01,lf,12728014.8113
2015-12-01,nilf,6663534.188700001
2015-12-01,pop_15yr_over,19391549
2016-01-01,emp,11759615.7464
2016-01-01,uemp,816081.7505
2016-01-01,lf,12575697.4969
2016-01-01,nilf,6848497.5031
2016-01-01,pop_15yr_over,19424195
2016-02-01,emp,11975894.0345
2016-02-01,uemp,787835.9465
2016-02-01,lf,12763729.981
2016-02-01,nilf,6693105.018999999
2016-02-01,pop_15yr_over,19456835
2016-03-01,emp,11945499.3755
2016-03-01,uemp,762266.7934
2016-03-01,lf,12707766.1689
2016-03-01,nilf,6781714.8311
2016-03-01,pop_15yr_over,19489481
2016-04-01,emp,11968511.595800001
2016-04-01,uemp,719364.9394
2016-04-01,lf,12687876.5352
2016-04-01,nilf,6823720.464799999
2016-04-01,pop_15yr_over,19511597
2016-05-01,emp,11999949.419599999
2016-05-01,uemp,715139.7025
2016-05-01,lf,12715089.1221
2016-05-01,nilf,6818623.8779
2016-05-01,pop_15yr_over,19533713
2016-06-01,emp,11991257.2457
2016-06-01,uemp,703539.9532
2016-06-01,lf,12694797.1989
2016-06-01,nilf,6861031.8011
2016-06-01,pop_15yr_over,19555829
2016-07-01,emp,11995329.872399999
2016-07-01,uemp,708843.6854000001
2016-07-01,lf,12704173.5578
2016-07-01,nilf,6881316.4422
2016-07-01,pop_15yr_over,19585490
2016-08-01,emp,11895610.0409
2016-08-01,uemp,708116.5746
2016-08-01,lf,12603726.615400001
2016-08-01,nilf,7011036.3791
2016-08-01,pop_15yr_over,19614762.9945
2016-09-01,emp,11932423.0721
2016-09-01,uemp,696218.0571
2016-09-01,lf,12628641.129199998
2016-09-01,nilf,7015396.8629
2016-09-01,pop_15yr_over,19644037.9921
2016-10-01,emp,11964188.3641
2016-10-01,uemp,677952.2204
2016-10-01,lf,12642140.584500002
2016-10-01,nilf,7026228.4031
2016-10-01,pop_15yr_over,19668368.9876
2016-11-01,emp,12032799.880299998
2016-11-01,uemp,683946.4567999999
2016-11-01,lf,12716746.3371
2016-11-01,nilf,6975958.6803
2016-11-01,pop_15yr_over,19692705.0174
2016-12-01,emp,12128270.874300001
2016-12-01,uemp,722421.8032
2016-12-01,lf,12850692.677499998
2016-12-01,nilf,6866343.3346
2016-12-01,pop_15yr_over,19717036.0121
2017-01-01,emp,11864304.5798
2017-01-01,uemp,773151.6168000001
2017-01-01,lf,12637456.1966
2017-01-01,nilf,7116004.8118
2017-01-01,pop_15yr_over,19753461.0084
2017-02-01,emp,12062092.326
2017-02-01,uemp,824129.5921
2017-02-01,lf,12886221.9181
2017-02-01,nilf,6903657.0859
2017-02-01,pop_15yr_over,19789879.003999997
2017-03-01,emp,12079571.643
2017-03-01,uemp,799577.9156999999
2017-03-01,lf,12879149.5588
2017-03-01,nilf,6947154.439900001
2017-03-01,pop_15yr_over,19826303.9987
2017-04-01,emp,12151186.344600001
2017-04-01,uemp,727339.8233
2017-04-01,lf,12878526.1678
2017-04-01,nilf,6970582.831099999
2017-04-01,pop_15yr_over,19849108.9989
2017-05-01,emp,12230120.395399999
2017-05-01,uemp,703771.9652
2017-05-01,lf,12933892.3606
2017-05-01,nilf,6938024.6385
2017-05-01,pop_15yr_over,19871916.999199998
2017-06-01,emp,12227724.6326
2017-06-01,uemp,707464.5543000001
2017-06-01,lf,12935189.1869
2017-06-01,nilf,6959531.8125
2017-06-01,pop_15yr_over,19894720.9994
2017-07-01,emp,12234105.655900002
2017-07-01,uemp,712406.2063
2017-07-01,lf,12946511.8623
2017-07-01,nilf,6975814.1376
2017-07-01,pop_15yr_over,19922325.9998
2017-08-01,emp,12221562.9377
2017-08-01,uemp,714863.7457999999
2017-08-01,lf,12936426.6835
2017-08-01,nilf,7013502.3155
2017-08-01,pop_15yr_over,19949928.998999998
2017-09-01,emp,12308576.3506
2017-09-01,uemp,691331.6601
2017-09-01,lf,12999908.0106
2017-09-01,nilf,6977625.9879
2017-09-01,pop_15yr_over,19977533.9985
2017-10-01,emp,12321874.807
2017-10-01,uemp,671760.6368000001
2017-10-01,lf,12993635.4439
2017-10-01,nilf,7003860.5552
2017-10-01,pop_15yr_over,19997495.9991
2017-11-01,emp,12418737.536
2017-11-01,uemp,664553.9434999999
2017-11-01,lf,13083291.479600001
2017-11-01,nilf,6934166.5191
2017-11-01,pop_15yr_over,20017457.9986
2017-12-01,emp,12511910.1691
2017-12-01,uemp,714214.6263
2017-12-01,lf,13226124.7954
2017-12-01,nilf,6811295.204
2017-12-01,pop_15yr_over,20037419.9993
2018-01-01,emp,12247377.8342
2018-01-01,uemp,776862.4785
2018-01-01,lf,13024240.3127
2018-01-01,nilf,7049225.6864
2018-01-01,pop_15yr_over,20073465.9991
2018-02-01,emp,12471071.8182
2018-02-01,uemp,804501.7742
2018-02-01,lf,13275573.5923
2018-02-01,nilf,6833935.4068
2018-02-01,pop_15yr_over,20109508.999199998
2018-03-01,emp,12446042.0461
2018-03-01,uemp,777955.5726999999
2018-03-01,lf,13223997.6188
2018-03-01,nilf,6921557.3805
2018-03-01,pop_15yr_over,20145554.9993
2018-04-01,emp,12475530.2487
2018-04-01,uemp,738812.7871000001
2018-04-01,lf,13214343.0358
2018-04-01,nilf,6954657.9634
2018-04-01,pop_15yr_over,20169000.9992
2018-05-01,emp,12526129.2688
2018-05-01,uemp,705494.9097
2018-05-01,lf,13231624.1785
2018-05-01,nilf,6960820.8205
2018-05-01,pop_15yr_over,20192444.998999998
2018-06-01,emp,12558311.3878
2018-06-01,uemp,687488.4597
2018-06-01,lf,13245799.8475
2018-06-01,nilf,6970091.1515999995
2018-06-01,pop_15yr_over,20215890.9991
2018-07-01,emp,12524498.1708
2018-07-01,uemp,688151.9604
2018-07-01,lf,13212650.1312
2018-07-01,nilf,7033717.8683
2018-07-01,pop_15yr_over,20246367.9995
2018-08-01,emp,12524481.8997
2018-08-01,uemp,693221.6687
2018-08-01,lf,13217703.5684
2018-08-01,nilf,7059140.4309
2018-08-01,pop_15yr_over,20276843.9993
2018-09-01,emp,12583360.9451
2018-09-01,uemp,644801.4581
2018-09-01,lf,13228162.4032
2018-09-01,nilf,7079158.5959
2018-09-01,pop_15yr_over,20307320.9991
2018-10-01,emp,12617665.854999999
2018-10-01,uemp,634718.5867
2018-10-01,lf,13252384.4417
2018-10-01,nilf,7077969.557399999
2018-10-01,pop_15yr_over,20330353.9991
2018-11-01,emp,12697978.6331
2018-11-01,uemp,634283.292
2018-11-01,lf,13332261.925099999
2018-11-01,nilf,7021124.0747
2018-11-01,pop_15yr_over,20353385.9998
2018-12-01,emp,12784290.814199999
2018-12-01,uemp,646087.1325000001
2018-12-01,lf,13430377.946700001
2018-12-01,nilf,6946041.051899999
2018-12-01,pop_15yr_over,20376418.9986
2019-01-01,emp,12559646.358199999
2019-01-01,uemp,723699.2071
2019-01-01,lf,13283345.5653
2019-01-01,nilf,7128223.4341
2019-01-01,pop_15yr_over,20411568.999399997
2019-02-01,emp,12778104.8924
2019-02-01,uemp,730099.368
2019-02-01,lf,13508204.2604
2019-02-01,nilf,6938513.7385
2019-02-01,pop_15yr_over,20446717.9988
2019-03-01,emp,12754072.0614
2019-03-01,uemp,730157.8216
2019-03-01,lf,13484229.883100001
2019-03-01,nilf,6997638.1161
2019-03-01,pop_15yr_over,20481867.9992
2019-04-01,emp,12795206.8253
2019-04-01,uemp,712275.1465
2019-04-01,lf,13507481.9718
2019-04-01,nilf,6994355.0272
2019-04-01,pop_15yr_over,20501836.998999998
2019-05-01,emp,12872419.9525
2019-05-01,uemp,690892.408
2019-05-01,lf,13563312.3605
2019-05-01,nilf,6958497.6386
2019-05-01,pop_15yr_over,20521809.999100003
2019-06-01,emp,12845566.3567
2019-06-01,uemp,689542.7823999999
2019-06-01,lf,13535109.1391
2019-06-01,nilf,7006669.8599000005
2019-06-01,pop_15yr_over,20541778.998999998
2019-07-01,emp,12839028.475
2019-07-01,uemp,702039.8354999999
2019-07-01,lf,13541068.310500002
2019-07-01,nilf,7031508.6881
2019-07-01,pop_15yr_over,20572576.9985
2019-08-01,emp,12823403.2412
2019-08-01,uemp,712883.217
2019-08-01,lf,13536286.4582
2019-08-01,nilf,7067085.5402
2019-08-01,pop_15yr_over,20603371.998400003
2019-09-01,emp,12881176.5738
2019-09-01,uemp,690288.6590000001
2019-09-01,lf,13571465.2328
2019-09-01,nilf,7062704.7664
2019-09-01,pop_15yr_over,20634169.999199998
2019-10-01,emp,12844568.3233
2019-10-01,uemp,686343.9166000001
2019-10-01,lf,13530912.2399
2019-10-01,nilf,7128311.7592
2019-10-01,pop_15yr_over,20659223.9991
2019-11-01,emp,12933357.143900001
2019-11-01,uemp,654122.1988
2019-11-01,lf,13587479.3427
2019-11-01,nilf,7096800.6566
2019-11-01,pop_15yr_over,20684279.9993
2019-12-01,emp,13038294.037400002
2019-12-01,uemp,661143.6338
2019-12-01,lf,13699437.6713
2019-12-01,nilf,7009896.3276
2019-12-01,pop_15yr_over,20709333.998800002
2020-01-01,emp,12762102.685
2020-01-01,uemp,768872.7504
2020-01-01,lf,13530975.4354
2020-01-01,nilf,7210904.5638999995
2020-01-01,pop_15yr_over,20741879.9993
2020-02-01,emp,12982409.379500002
2020-02-01,uemp,760460.4413
2020-02-01,lf,13742869.8208
2020-02-01,nilf,7031555.1783
2020-02-01,pop_15yr_over,20774424.9991
2020-03-01,emp,12934835.7905
2020-03-01,uemp,756944.7892
2020-03-01,lf,13691780.5797
2020-03-01,nilf,7115190.4189
2020-03-01,pop_15yr_over,20806970.9985
2020-04-01,emp,12347339.5008
2020-04-01,uemp,841841.3870000001
2020-04-01,lf,13189180.887799999
2020-04-01,nilf,7625136.1112
2020-04-01,pop_15yr_over,20814316.9989
2020-05-01,emp,12126678.684
2020-05-01,uemp,893986.8176
2020-05-01,lf,13020665.501699999
2020-05-01,nilf,7800996.4975000005
2020-05-01,pop_15yr_over,20821661.9991
2020-06-01,emp,12321328.2113
2020-06-01,uemp,957494.6198999999
2020-06-01,lf,13278822.8312
2020-06-01,nilf,7550185.1679
2020-06-01,pop_15yr_over,20829007.999
2020-07-01,emp,12413175.7957
2020-07-01,uemp,982262.8853999999
2020-07-01,lf,13395438.6811
2020-07-01,nilf,7430469.3183
2020-07-01,pop_15yr_over,20825907.999399997
2020-08-01,emp,12499680.1063
2020-08-01,uemp,914650.6642
2020-08-01,lf,13414330.7706
2020-08-01,nilf,7408472.2285
2020-08-01,pop_15yr_over,20822802.998999998
2020-09-01,emp,12497680.5057
2020-09-01,uemp,900834.959
2020-09-01,lf,13398515.4647
2020-09-01,nilf,7421187.5337000005
2020-09-01,pop_15yr_over,20819702.9985
2020-10-01,emp,12651074.4428
2020-10-01,uemp,902540.5101
2020-10-01,lf,13553614.9529
2020-10-01,nilf,7267650.0459
2020-10-01,pop_15yr_over,20821264.998800002
2020-11-01,emp,12802891.7322
2020-11-01,uemp,865689.3288
2020-11-01,lf,13668581.061
2020-11-01,nilf,7154246.9377
2020-11-01,pop_15yr_over,20822827.9987
2020-12-01,emp,12908766.8774
2020-12-01,uemp,859813.7028999999
2020-12-01,lf,13768580.5803
2020-12-01,nilf,7055809.419
2020-12-01,pop_15yr_over,20824389.999300003
2021-01-01,emp,12647566.871299999
2021-01-01,uemp,923509.1528
2021-01-01,lf,13571076.0241
2021-01-01,nilf,7259621.9749
2021-01-01,pop_15yr_over,20830697.999
2021-02-01,emp,12949553.6054
2021-02-01,uemp,870806.8673
2021-02-01,lf,13820360.4727
2021-02-01,nilf,7016643.5257
2021-02-01,pop_15yr_over,20837003.9984
2021-03-01,emp,12970550.250300001
2021-03-01,uemp,828466.2451000001
2021-03-01,lf,13799016.495399999
2021-03-01,nilf,7044295.5033
2021-03-01,pop_15yr_over,20843311.9987
2021-04-01,emp,12947465.638
2021-04-01,uemp,762195.9336
2021-04-01,lf,13709661.5716
2021-04-01,nilf,7143516.427800001
2021-04-01,pop_15yr_over,20853177.999399997
2021-05-01,emp,13123762.3817
2021-05-01,uemp,692725.1367
2021-05-01,lf,13816487.518399999
2021-05-01,nilf,7046561.4806
2021-05-01,pop_15yr_over,20863048.998999998
2021-06-01,emp,13103821.5936
2021-06-01,uemp,670314.5486
2021-06-01,lf,13774136.1422
2021-06-01,nilf,7098778.8569
2021-06-01,pop_15yr_over,20872914.9991
2021-07-01,emp,13079243.999
2021-07-01,uemp,638317.1628
2021-07-01,lf,13717561.1618
2021-07-01,nilf,7161735.837
2021-07-01,pop_15yr_over,20879296.998800002
2021-08-01,emp,12895220.8531
2021-08-01,uemp,620718.5609
2021-08-01,lf,13515939.414099999
2021-08-01,nilf,7369740.5966
2021-08-01,pop_15yr_over,20885680.0106
2021-09-01,emp,12797529.0986
2021-09-01,uemp,612079.3737
2021-09-01,lf,13409608.4723
2021-09-01,nilf,7482453.5242
2021-09-01,pop_15yr_over,20892061.9965
2021-10-01,emp,12765619.935
2021-10-01,uemp,676802.6641
2021-10-01,lf,13442422.599
2021-10-01,nilf,7471030.4066
2021-10-01,pop_15yr_over,20913453.0057
2021-11-01,emp,13204182.1476
2021-11-01,uemp,591450.9796
2021-11-01,lf,13795633.1272
2021-11-01,nilf,7139212.8905
2021-11-01,pop_15yr_over,20934846.0177
2021-12-01,emp,13351003.3605
2021-12-01,uemp,556419.3537
2021-12-01,lf,13907422.7142
2021-12-01,nilf,7048814.2818
2021-12-01,pop_15yr_over,20956236.996
2022-01-01,emp,13078703.2617
2022-01-01,uemp,621675.0778000001
2022-01-01,lf,13700378.3394
2022-01-01,nilf,7299803.6428
2022-01-01,pop_15yr_over,21000181.9822
2022-02-01,emp,13438457.350200001
2022-02-01,uemp,612333.9674
2022-02-01,lf,14050791.317499999
2022-02-01,nilf,6993335.674199999
2022-02-01,pop_15yr_over,21044126.991699997
2022-03-01,emp,13409921.4753
2022-03-01,uemp,589746.6852
2022-03-01,lf,13999668.1605
2022-03-01,nilf,7088403.8436
2022-03-01,pop_15yr_over,21088072.0042
2022-04-01,emp,13441602.4915
2022-04-01,uemp,549253.7121
2022-04-01,lf,13990856.2036
2022-04-01,nilf,7130567.8007
2022-04-01,pop_15yr_over,21121424.0043
2022-05-01,emp,13569078.7666
2022-05-01,uemp,545602.4678
2022-05-01,lf,14114681.2343
2022-05-01,nilf,7040092.7702
2022-05-01,pop_15yr_over,21154774.0046
2022-06-01,emp,13621711.318699999
2022-06-01,uemp,493385.99820000003
2022-06-01,lf,14115097.3168
2022-06-01,nilf,7073028.6877
2022-06-01,pop_15yr_over,21188126.0045
2022-07-01,emp,13583605.4181
2022-07-01,uemp,476494.3397
2022-07-01,lf,14060099.7579
2022-07-01,nilf,7175990.246499999
2022-07-01,pop_15yr_over,21236090.0043
2022-08-01,emp,13594720.7576
2022-08-01,uemp,498604.3863
2022-08-01,lf,14093325.1439
2022-08-01,nilf,7190729.8604999995
2022-08-01,pop_15yr_over,21284055.0044
2022-09-01,emp,13635448.249
2022-09-01,uemp,491941.4901
2022-09-01,lf,14127389.7391
2022-09-01,nilf,7204629.2653
2022-09-01,pop_15yr_over,21332019.0044
2022-10-01,emp,13694896.4478
2022-10-01,uemp,467705.9795
2022-10-01,lf,14162602.4273
2022-10-01,nilf,7218635.5769
2022-10-01,pop_15yr_over,21381238.0042
2022-11-01,emp,13838469.4431
2022-11-01,uemp,465235.90280000004
2022-11-01,lf,14303705.3459
2022-11-01,nilf,7126750.6583
2022-11-01,pop_15yr_over,21430456.0042
2022-12-01,emp,13901726.647699999
2022-12-01,uemp,480262.384
2022-12-01,lf,14381989.0316
2022-12-01,nilf,7097685.9728
2022-12-01,pop_15yr_over,21479675.0044
2023-01-01,emp,13572712.664
2023-01-01,uemp,565564.5589
2023-01-01,lf,14138277.2229
2023-01-01,nilf,7404660.7814
2023-01-01,pop_15yr_over,21542938.0044
2023-02-01,emp,13915808.862300001
2023-02-01,uemp,565308.4758
2023-02-01,lf,14481117.338
2023-02-01,nilf,7125083.6662
2023-02-01,pop_15yr_over,21606201.0042
2023-03-01,emp,13954070.4654
2023-03-01,uemp,551193.1466
2023-03-01,lf,14505263.6121
2023-03-01,nilf,7164200.3919
2023-03-01,pop_15yr_over,21669464.004
2023-04-01,emp,13916038.3687
2023-04-01,uemp,546367.7871999999
2023-04-01,lf,14462406.1559
2023-04-01,nilf,7254568.8484000005
2023-04-01,pop_15yr_over,21716975.0043
2023-05-01,emp,14096553.1221
2023-05-01,uemp,515197.6631
2023-05-01,lf,14611750.7852
2023-05-01,nilf,7152741.219
2023-05-01,pop_15yr_over,21764492.0042
2023-06-01,emp,14065211.536500001
2023-06-01,uemp,495669.7508
2023-06-01,lf,14560881.2873
2023-06-01,nilf,7251121.7171
2023-06-01,pop_15yr_over,21812003.0044
2023-07-01,emp,14020161.3236
2023-07-01,uemp,530115.3862
2023-07-01,lf,14550276.709800001
2023-07-01,nilf,7318201.2945
2023-07-01,pop_15yr_over,21868478.0043
2023-08-01,emp,14022075.346199999
2023-08-01,uemp,538479.7539
2023-08-01,lf,14560555.1001
2023-08-01,nilf,7364401.904399999
2023-08-01,pop_15yr_over,21924957.0045
2023-09-01,emp,14058173.5642
2023-09-01,uemp,502648.85500000004
2023-09-01,lf,14560822.4192
2023-09-01,nilf,7420609.5858
2023-09-01,pop_15yr_over,21981432.005
2023-10-01,emp,14138098.0461
2023-10-01,uemp,532834.7955
2023-10-01,lf,14670932.8416
2023-10-01,nilf,7353915.1629
2023-10-01,pop_15yr_over,22024848.004499998
2023-11-01,emp,14268467.834900001
2023-11-01,uemp,538046.5961999999
2023-11-01,lf,14806514.431
2023-11-01,nilf,7261751.5738
2023-11-01,pop_15yr_over,22068266.0048
2023-12-01,emp,14280850.0734
2023-12-01,uemp,561133.5129
2023-12-01,lf,14841983.5862
2023-12-01,nilf,7269698.418199999
2023-12-01,pop_15yr_over,22111682.004499998
2024-01-01,emp,13908497.358099999
2024-01-01,uemp,654290.7169
2024-01-01,lf,14562788.075000001
2024-01-01,nilf,7600610.9293
2024-01-01,pop_15yr_over,22163399.0042
2024-02-01,emp,14339351.446
2024-02-01,uemp,604838.3687
2024-02-01,lf,14944189.8147
2024-02-01,nilf,7270918.1897
2024-02-01,pop_15yr_over,22215108.0044
2024-03-01,emp,14272508.298
2024-03-01,uemp,614528.7052
2024-03-01,lf,14887037.003199998
2024-03-01,nilf,7379788.0018
2024-03-01,pop_15yr_over,22266825.005
2024-04-01,emp,14276256.3299
2024-04-01,uemp,620719.3587000001
2024-04-01,lf,14896975.6886
2024-04-01,nilf,7410419.3155000005
2024-04-01,pop_15yr_over,22307395.0042
2024-05-01,emp,14414048.1121
2024-05-01,uemp,591007.5495
2024-05-01,lf,15005055.6616
2024-05-01,nilf,7342909.3427
2024-05-01,pop_15yr_over,22347965.0043
2024-06-01,emp,14405227.1889
2024-06-01,uemp,586352.4619
2024-06-01,lf,14991579.6508
2024-06-01,nilf,7396955.354499999
2024-06-01,pop_15yr_over,22388535.0053
2024-07-01,emp,14421858.638600001
2024-07-01,uemp,620874.7666000001
2024-07-01,lf,15042733.4052
2024-07-01,nilf,7395191.5994
2024-07-01,pop_15yr_over,22437925.004600003
2024-08-01,emp,14396836.8894
2024-08-01,uemp,623245.1936
2024-08-01,lf,15020082.082999999
2024-08-01,nilf,7467232.9216
2024-08-01,pop_15yr_over,22487315.0046
